id,x,y,label
7586,5.327,9.022,normal
7587,5.594,8.711,normal
7588,4.399,9.587,normal
7589,5.255,8.99,normal
7590,4.664,8.88,normal
7591,5.079,8.957,normal
7592,5.453,8.46,normal
7593,4.959,9.002,normal
7594,4.522,8.715,normal
7595,5.067,9.325,normal
7596,5.083,8.827,normal
7597,5.066,9.096,normal
7598,5.241,8.814,normal
7599,4.718,9.417,normal
7600,5.401,8.847,normal
7601,0.954,5.36,normal
7602,1.224,4.896,normal
7603,0.889,4.567,normal
7604,0.869,4.991,normal
7605,1.519,5.07,normal
7606,1.243,4.822,normal
7607,0.862,5.255,normal
7608,1.155,4.898,normal
7609,0.931,4.948,normal
7610,0.772,4.799,normal
7611,1.033,5.188,normal
7612,0.956,5.23,normal
7613,0.762,5.079,normal
7614,0.648,5.2,normal
7615,0.359,5.079,normal
7616,1.153,5.104,normal
7617,1.194,4.946,normal
7618,0.89,4.743,normal
7619,0.698,4.934,normal
7620,1.081,5.082,normal
7621,1.263,4.975,normal
7622,0.774,5.095,normal
7623,0.502,4.943,normal
7624,0.824,4.98,normal
7625,0.874,5.471,normal
7626,0.443,4.103,normal
7627,1.161,4.891,normal
7628,0.57,4.954,normal
7629,1.095,5.386,normal
7630,1.406,4.797,normal
7631,0.911,5.341,normal
7632,1.181,5.014,normal
7633,1.045,4.712,normal
7634,1.016,4.931,normal
7635,0.988,4.695,normal
7636,0.799,4.461,normal
7637,0.791,5.264,normal
7638,1.052,4.574,normal
7639,1.001,5.047,normal
7640,0.36,5.204,normal
7641,1.041,4.914,normal
7642,0.983,4.551,normal
7643,0.975,4.665,normal
7644,1.414,4.951,normal
7645,1.234,4.648,normal
7646,0.984,5.331,normal
7647,0.875,5.195,normal
7648,0.689,4.638,normal
7649,1.453,4.79,normal
7650,0.271,4.272,normal
7651,1.146,5.048,normal
7652,1.291,5.403,normal
7653,1.263,4.952,normal
7654,0.861,5.005,normal
7655,0.979,5.111,normal
7656,0.828,5.058,normal
7657,1.054,4.968,normal
7658,1.186,5.511,normal
7659,1.075,4.819,normal
7660,1.205,4.954,normal
7661,0.974,4.728,normal
7662,0.793,5.017,normal
7663,1.305,5.179,normal
7664,0.901,4.895,normal
7665,0.929,5.295,normal
7666,1.672,4.877,normal
7667,0.279,4.547,normal
7668,0.33,4.777,normal
7669,0.837,5.073,normal
7670,0.609,4.411,normal
7671,1.091,4.733,normal
7672,1.508,5.404,normal
7673,0.869,4.852,normal
7674,0.973,4.293,normal
7675,0.817,5.384,normal
7676,0.966,5.283,normal
7677,0.41,4.663,normal
7678,1.178,5.061,normal
7679,0.511,4.664,normal
7680,1.658,5.504,normal
7681,1.192,5.096,normal
7682,1.223,4.63,normal
7683,1.079,4.97,normal
7684,0.938,4.732,normal
7685,0.808,4.637,normal
7686,1.057,5.427,normal
7687,1.541,4.847,normal
7688,1.206,4.997,normal
7689,0.789,5.213,normal
7690,0.974,5.48,normal
7691,1.2,4.825,normal
7692,0.789,4.998,normal
7693,1.008,4.611,normal
7694,0.633,5.043,normal
7695,0.834,4.782,normal
7696,1.06,4.925,normal
7697,1.303,5.02,normal
7698,0.456,5.011,normal
7699,1.006,5.057,normal
7700,0.71,5.24,normal
7701,1.657,5.111,normal
7702,0.865,5.216,normal
7703,0.73,5.124,normal
7704,0.864,5.248,normal
7705,0.97,4.951,normal
7706,1.166,5.073,normal
7707,1.087,5.322,normal
7708,0.996,4.529,normal
7709,1.085,5.206,normal
7710,1.323,4.471,normal
7711,0.561,4.846,normal
7712,1.122,4.884,normal
7713,0.895,5.131,normal
7714,1.101,5.042,normal
7715,1.259,4.744,normal
7716,1.106,5.053,normal
7717,1.217,5.041,normal
7718,1.568,5.38,normal
7719,1.031,4.474,normal
7720,1.176,5.123,normal
7721,1.124,4.854,normal
7722,0.894,5.293,normal
7723,0.965,5.073,normal
7724,0.981,5.215,normal
7725,0.506,4.413,normal
7726,1.177,5.486,normal
7727,1.477,5.473,normal
7728,0.773,4.801,normal
7729,1.347,4.829,normal
7730,0.884,5.08,normal
7731,0.95,4.675,normal
7732,1.049,5.376,normal
7733,0.923,5.095,normal
7734,1.121,5.05,normal
7735,0.961,5.008,normal
7736,0.656,4.981,normal
7737,1.053,4.759,normal
7738,0.75,4.84,normal
7739,0.928,5.458,normal
7740,1.05,5.226,normal
7741,0.684,5.636,normal
7742,1.022,4.924,normal
7743,1.268,4.232,normal
7744,1.241,5.175,normal
7745,1.601,5.291,normal
7746,1.649,4.774,normal
7747,0.949,4.549,normal
7748,0.888,5.512,normal
7749,0.923,4.689,normal
7750,1.501,4.926,normal
7751,0.918,5.002,normal
7752,1.117,4.876,normal
7753,1.431,5.147,normal
7754,1.013,4.921,normal
7755,1.069,4.916,normal
7756,1.061,4.954,normal
7757,0.931,5.119,normal
7758,0.635,4.525,normal
7759,0.932,4.958,normal
7760,0.816,4.925,normal
7761,1.042,5.057,normal
7762,0.927,5.348,normal
7763,1.017,4.846,normal
7764,1.042,5.096,normal
7765,0.767,4.407,normal
7766,1.199,5.319,normal
7767,0.872,5.318,normal
7768,0.75,5.058,normal
7769,1.579,4.817,normal
7770,1.2,4.77,normal
7771,0.271,4.969,normal
7772,0.931,4.728,normal
7773,1.018,5.122,normal
7774,0.978,4.675,normal
7775,1.365,5.213,normal
7776,1.721,4.997,normal
7777,0.777,4.927,normal
7778,0.814,5.063,normal
7779,1.135,5.475,normal
7780,0.925,4.571,normal
7781,0.437,5.123,normal
7782,0.879,4.66,normal
7783,0.8,5.071,normal
7784,1.37,4.445,normal
7785,0.579,4.962,normal
7786,1.281,5.191,normal
7787,0.677,5.014,normal
7788,0.908,4.944,normal
7789,1.147,4.473,normal
7790,0.682,4.419,normal
7791,1.317,4.825,normal
7792,1.171,5.479,normal
7793,0.777,5.045,normal
7794,0.925,5.486,normal
7795,1.5,4.857,normal
7796,0.886,4.856,normal
7797,1.083,4.816,normal
7798,1.223,4.967,normal
7799,0.515,4.553,normal
7800,1.138,5.751,normal
7801,1.132,5.219,normal
7802,0.555,4.667,normal
7803,0.909,4.342,normal
7804,0.928,5.056,normal
7805,1.193,4.724,normal
7806,1.082,5.173,normal
7807,0.67,5.159,normal
7808,1.115,5.324,normal
7809,1.139,4.84,normal
7810,1.323,4.861,normal
7811,0.931,4.654,normal
7812,0.939,4.832,normal
7813,1.162,4.886,normal
7814,0.572,4.879,normal
7815,1.251,5.251,normal
7816,0.602,5.462,normal
7817,1.0,4.819,normal
7818,1.153,5.124,normal
7819,1.597,4.974,normal
7820,1.284,5.1,normal
7821,1.202,4.911,normal
7822,0.881,5.094,normal
7823,0.866,5.155,normal
7824,0.78,4.856,normal
7825,1.04,4.526,normal
7826,0.684,4.482,normal
7827,0.666,4.672,normal
7828,0.789,5.346,normal
7829,1.027,5.116,normal
7830,0.855,4.792,normal
7831,1.674,4.328,normal
7832,0.817,5.279,normal
7833,0.439,4.955,normal
7834,0.981,4.756,normal
7835,1.734,5.296,normal
7836,0.691,4.791,normal
7837,0.92,4.996,normal
7838,0.975,5.082,normal
7839,1.087,5.064,normal
7840,0.665,5.29,normal
7841,1.027,4.873,normal
7842,1.117,4.994,normal
7843,0.981,5.006,normal
7844,1.055,5.146,normal
7845,0.402,5.141,normal
7846,1.48,5.114,normal
7847,1.194,4.9,normal
7848,0.875,4.723,normal
7849,1.285,4.881,normal
7850,1.511,4.976,normal
7851,0.986,5.359,normal
7852,1.271,4.945,normal
7853,1.381,5.099,normal
7854,0.761,4.864,normal
7855,1.204,4.963,normal
7856,0.62,4.862,normal
7857,1.051,5.238,normal
7858,1.13,5.051,normal
7859,0.485,4.96,normal
7860,1.234,4.901,normal
7861,1.34,5.114,normal
7862,0.762,5.027,normal
7863,1.393,5.122,normal
7864,1.262,4.736,normal
7865,0.899,4.987,normal
7866,0.621,4.789,normal
7867,0.702,5.375,normal
7868,0.936,5.228,normal
7869,0.743,4.802,normal
7870,1.184,5.033,normal
7871,1.057,4.787,normal
7872,0.273,4.691,normal
7873,1.038,5.255,normal
7874,0.952,4.915,normal
7875,1.469,5.14,normal
7876,1.429,4.753,normal
7877,1.034,4.888,normal
7878,1.071,5.075,normal
7879,1.017,5.243,normal
7880,1.434,4.2,normal
7881,1.114,4.786,normal
7882,0.89,4.886,normal
7883,1.2,5.096,normal
7884,1.568,4.726,normal
7885,1.185,4.615,normal
7886,1.219,4.826,normal
7887,1.644,4.831,normal
7888,1.253,4.916,normal
7889,1.089,4.558,normal
7890,0.946,5.035,normal
7891,1.212,4.792,normal
7892,1.229,5.0,normal
7893,0.41,5.337,normal
7894,1.431,5.308,normal
7895,0.295,5.079,normal
7896,1.157,5.133,normal
7897,1.027,5.578,normal
7898,1.109,5.043,normal
7899,1.321,4.432,normal
7900,1.056,5.008,normal
7901,0.809,5.019,normal
7902,0.956,4.963,normal
7903,0.876,5.088,normal
7904,1.182,4.658,normal
7905,1.168,5.007,normal
7906,1.652,4.775,normal
7907,0.872,4.815,normal
7908,0.331,5.28,normal
7909,0.999,5.087,normal
7910,0.914,4.568,normal
7911,1.021,5.11,normal
7912,0.838,4.965,normal
7913,1.006,4.347,normal
7914,1.096,4.588,normal
7915,1.067,5.618,normal
7916,1.325,5.208,normal
7917,1.247,4.959,normal
7918,1.072,4.64,normal
7919,1.081,4.797,normal
7920,1.054,5.025,normal
7921,1.153,4.849,normal
7922,1.178,5.126,normal
7923,1.276,5.31,normal
7924,1.118,5.091,normal
7925,1.642,5.382,normal
7926,1.383,5.217,normal
7927,1.282,4.896,normal
7928,1.398,5.153,normal
7929,0.983,5.491,normal
7930,1.031,5.068,normal
7931,0.991,5.245,normal
7932,1.25,5.302,normal
7933,1.414,5.418,normal
7934,0.406,5.19,normal
7935,0.732,5.359,normal
7936,1.299,5.337,normal
7937,1.553,5.088,normal
7938,1.518,4.966,normal
7939,1.558,5.215,normal
7940,0.865,4.854,normal
7941,0.696,5.41,normal
7942,0.869,5.204,normal
7943,0.642,4.983,normal
7944,1.023,4.861,normal
7945,1.299,4.912,normal
7946,1.254,5.091,normal
7947,0.958,4.794,normal
7948,1.264,5.12,normal
7949,0.653,4.898,normal
7950,1.021,5.188,normal
7951,0.872,5.297,normal
7952,1.55,5.093,normal
7953,0.875,5.141,normal
7954,0.485,4.604,normal
7955,1.292,5.074,normal
7956,1.424,5.151,normal
7957,1.293,4.829,normal
7958,1.149,5.088,normal
7959,0.521,4.821,normal
7960,1.001,5.397,normal
7961,1.085,4.936,normal
7962,0.488,4.943,normal
7963,0.985,4.905,normal
7964,1.081,5.394,normal
7965,1.053,5.282,normal
7966,0.94,5.002,normal
7967,1.079,4.873,normal
7968,1.171,5.244,normal
7969,1.098,5.017,normal
7970,1.056,4.911,normal
7971,1.188,5.442,normal
7972,0.719,4.46,normal
7973,0.566,5.246,normal
7974,1.03,4.982,normal
7975,0.731,4.429,normal
7976,0.725,5.256,normal
7977,0.504,5.281,normal
7978,0.898,4.703,normal
7979,1.553,4.988,normal
7980,0.901,4.737,normal
7981,0.976,5.33,normal
7982,1.027,4.988,normal
7983,1.098,4.858,normal
7984,0.988,4.895,normal
7985,0.973,4.498,normal
7986,0.522,5.261,normal
7987,1.408,5.306,normal
7988,1.191,5.417,normal
7989,0.78,4.961,normal
7990,1.021,4.646,normal
7991,1.089,4.977,normal
7992,0.382,4.432,normal
7993,0.732,4.991,normal
7994,0.899,4.984,normal
7995,1.004,4.488,normal
7996,1.579,5.513,normal
7997,0.819,4.989,normal
7998,1.088,4.505,normal
7999,0.917,5.009,normal
8000,0.999,4.666,normal
8001,1.352,4.911,normal
8002,0.493,4.991,normal
8003,1.199,4.719,normal
8004,0.938,4.976,normal
8005,0.919,5.223,normal
8006,0.813,4.745,normal
8007,1.077,4.767,normal
8008,0.797,4.026,normal
8009,1.079,5.29,normal
8010,0.92,5.647,normal
8011,1.235,4.753,normal
8012,0.495,5.132,normal
8013,0.949,5.06,normal
8014,0.996,4.914,normal
8015,1.366,5.068,normal
8016,0.812,5.646,normal
8017,0.674,4.696,normal
8018,1.18,5.729,normal
8019,0.614,5.621,normal
8020,0.819,4.276,normal
8021,0.88,4.933,normal
8022,0.696,4.952,normal
8023,1.145,4.699,normal
8024,0.824,5.083,normal
8025,1.58,5.606,normal
8026,1.125,4.757,normal
8027,1.425,4.973,normal
8028,1.071,4.726,normal
8029,1.091,5.364,normal
8030,0.658,5.268,normal
8031,0.785,5.227,normal
8032,1.558,4.752,normal
8033,0.75,5.127,normal
8034,0.998,5.274,normal
8035,1.197,5.185,normal
8036,0.727,5.184,normal
8037,0.706,4.879,normal
8038,0.749,4.936,normal
8039,0.761,5.373,normal
8040,0.898,5.139,normal
8041,0.655,4.843,normal
8042,0.705,5.8,normal
8043,0.624,4.927,normal
8044,0.393,5.166,normal
8045,1.057,4.729,normal
8046,1.318,4.828,normal
8047,0.402,5.338,normal
8048,1.807,5.063,normal
8049,1.16,4.7,normal
8050,1.202,5.141,normal
8051,1.275,5.316,normal
8052,0.475,4.899,normal
8053,1.543,5.373,normal
8054,1.146,4.525,normal
8055,0.503,5.594,normal
8056,0.777,5.111,normal
8057,1.066,4.841,normal
8058,1.3,4.775,normal
8059,1.433,4.959,normal
8060,0.796,4.971,normal
8061,1.084,5.055,normal
8062,0.795,4.95,normal
8063,1.199,5.229,normal
8064,0.866,4.998,normal
8065,0.97,4.574,normal
8066,0.529,5.134,normal
8067,0.916,4.733,normal
8068,0.959,5.217,normal
8069,0.488,5.102,normal
8070,1.49,5.196,normal
8071,0.624,5.539,normal
8072,0.723,4.5,normal
8073,1.075,4.942,normal
8074,0.707,5.044,normal
8075,1.32,5.383,normal
8076,1.002,4.299,normal
8077,0.715,4.868,normal
8078,0.682,4.473,normal
8079,1.128,5.329,normal
8080,1.1,5.174,normal
8081,1.255,4.832,normal
8082,1.106,5.714,normal
8083,0.873,4.659,normal
8084,0.919,5.259,normal
8085,1.137,4.74,normal
8086,1.185,4.406,normal
8087,1.012,4.914,normal
8088,0.771,5.342,normal
8089,0.859,5.082,normal
8090,1.613,4.099,normal
8091,0.889,4.645,normal
8092,0.666,5.937,normal
8093,0.944,5.034,normal
8094,1.415,4.917,normal
8095,1.816,4.701,normal
8096,0.802,5.055,normal
8097,0.727,4.904,normal
8098,1.404,4.631,normal
8099,1.025,4.953,normal
8100,0.413,5.274,normal
8101,1.341,4.881,normal
8102,1.201,5.625,normal
8103,1.105,4.801,normal
8104,1.167,4.877,normal
8105,1.319,5.03,normal
8106,0.992,5.298,normal
8107,0.946,5.423,normal
8108,1.258,5.044,normal
8109,0.991,4.341,normal
8110,1.072,5.391,normal
8111,0.583,4.543,normal
8112,1.317,4.785,normal
8113,0.965,5.689,normal
8114,0.712,4.763,normal
8115,0.982,4.198,normal
8116,1.298,5.397,normal
8117,0.978,4.687,normal
8118,0.758,5.231,normal
8119,0.887,4.547,normal
8120,0.987,4.979,normal
8121,0.801,5.115,normal
8122,1.025,4.972,normal
8123,1.024,5.424,normal
8124,1.383,5.001,normal
8125,1.371,4.962,normal
8126,1.444,4.85,normal
8127,0.657,5.131,normal
8128,1.036,4.73,normal
8129,1.238,4.868,normal
8130,1.068,4.801,normal
8131,0.929,4.874,normal
8132,1.245,5.017,normal
8133,0.951,5.111,normal
8134,0.896,5.243,normal
8135,0.927,5.153,normal
8136,1.602,4.921,normal
8137,0.959,5.389,normal
8138,1.028,4.368,normal
8139,0.553,5.209,normal
8140,0.553,4.528,normal
8141,0.737,4.981,normal
8142,0.454,5.603,normal
8143,0.918,4.271,normal
8144,0.921,5.115,normal
8145,0.651,5.412,normal
8146,1.214,5.132,normal
8147,1.568,5.601,normal
8148,1.102,5.009,normal
8149,1.042,4.981,normal
8150,0.774,4.957,normal
8151,1.328,4.826,normal
8152,1.274,5.638,normal
8153,1.428,5.179,normal
8154,1.027,5.035,normal
8155,0.877,5.128,normal
8156,0.759,4.992,normal
8157,1.184,4.999,normal
8158,1.426,4.717,normal
8159,1.016,4.892,normal
8160,1.216,4.792,normal
8161,0.765,4.363,normal
8162,1.12,5.08,normal
8163,1.386,5.205,normal
8164,0.939,5.728,normal
8165,1.079,4.815,normal
8166,1.124,4.837,normal
8167,1.433,4.471,normal
8168,1.155,4.4,normal
8169,0.827,4.696,normal
8170,0.634,5.563,normal
8171,0.438,5.161,normal
8172,0.928,5.347,normal
8173,1.456,5.251,normal
8174,1.518,4.98,normal
8175,0.873,5.161,normal
8176,0.317,4.741,normal
8177,0.805,4.965,normal
8178,1.612,5.404,normal
8179,0.944,4.949,normal
8180,1.186,5.505,normal
8181,0.456,5.252,normal
8182,1.422,4.878,normal
8183,0.974,4.563,normal
8184,1.085,4.601,normal
8185,0.178,5.053,normal
8186,0.709,4.969,normal
8187,0.686,4.354,normal
8188,0.778,4.923,normal
8189,0.869,5.066,normal
8190,2.241,5.038,normal
8191,1.226,5.235,normal
8192,0.704,5.471,normal
8193,1.139,5.431,normal
8194,1.305,4.747,normal
8195,1.374,5.135,normal
8196,1.374,4.826,normal
8197,1.529,5.106,normal
8198,1.623,5.1,normal
8199,0.902,4.854,normal
8200,0.889,4.445,normal
8201,1.438,5.268,normal
8202,0.917,5.423,normal
8203,0.956,5.003,normal
8204,1.51,4.712,normal
8205,0.846,5.197,normal
8206,0.753,4.859,normal
8207,0.565,4.852,normal
8208,0.797,4.546,normal
8209,0.795,4.752,normal
8210,1.154,4.913,normal
8211,0.757,5.038,normal
8212,0.988,5.403,normal
8213,1.103,4.869,normal
8214,1.305,4.966,normal
8215,0.968,4.08,normal
8216,0.757,5.124,normal
8217,0.57,4.938,normal
8218,0.501,4.731,normal
8219,1.258,5.167,normal
8220,0.861,4.593,normal
8221,0.676,5.14,normal
8222,0.501,5.104,normal
8223,0.786,5.231,normal
8224,1.044,5.124,normal
8225,0.836,4.796,normal
8226,1.016,4.773,normal
8227,0.822,4.783,normal
8228,1.412,5.322,normal
8229,0.448,4.671,normal
8230,0.779,5.363,normal
8231,0.806,4.865,normal
8232,1.308,4.977,normal
8233,1.092,5.51,normal
8234,0.923,5.152,normal
8235,1.624,5.221,normal
8236,1.18,4.466,normal
8237,1.389,5.36,normal
8238,0.908,4.519,normal
8239,0.824,4.744,normal
8240,0.834,5.237,normal
8241,1.212,5.097,normal
8242,1.231,4.8,normal
8243,1.338,4.986,normal
8244,0.941,4.286,normal
8245,1.321,5.356,normal
8246,1.002,5.081,normal
8247,0.724,4.683,normal
8248,0.175,4.643,normal
8249,1.465,5.375,normal
8250,0.955,4.901,normal
8251,1.016,5.188,normal
8252,0.678,5.155,normal
8253,0.81,4.349,normal
8254,1.177,4.766,normal
8255,0.942,5.383,normal
8256,1.043,5.072,normal
8257,1.352,5.317,normal
8258,1.526,4.943,normal
8259,1.171,5.302,normal
8260,0.622,5.143,normal
8261,0.833,4.929,normal
8262,0.69,5.359,normal
8263,0.687,4.927,normal
8264,1.661,5.122,normal
8265,0.809,5.33,normal
8266,0.575,4.736,normal
8267,1.092,4.621,normal
8268,0.143,5.342,normal
8269,0.788,4.748,normal
8270,0.92,5.024,normal
8271,0.848,5.828,normal
8272,1.083,4.839,normal
8273,0.651,4.714,normal
8274,1.031,4.704,normal
8275,0.922,4.762,normal
8276,1.247,4.856,normal
8277,0.688,5.19,normal
8278,0.771,5.228,normal
8279,1.428,4.689,normal
8280,1.028,5.152,normal
8281,1.179,4.975,normal
8282,1.263,4.53,normal
8283,1.093,4.666,normal
8284,1.356,4.825,normal
8285,0.67,4.645,normal
8286,1.424,5.059,normal
8287,1.242,4.774,normal
8288,1.543,4.821,normal
8289,1.102,5.247,normal
8290,0.579,5.654,normal
8291,1.304,4.552,normal
8292,1.04,5.731,normal
8293,0.872,5.469,normal
8294,1.101,5.197,normal
8295,1.441,4.754,normal
8296,0.6,5.329,normal
8297,0.834,4.798,normal
8298,0.962,5.052,normal
8299,0.756,4.795,normal
8300,0.989,4.476,normal
8301,1.672,4.769,normal
8302,1.44,4.864,normal
8303,1.385,5.041,normal
8304,1.125,4.93,normal
8305,0.839,4.608,normal
8306,1.267,5.458,normal
8307,0.902,4.72,normal
8308,0.786,5.239,normal
8309,1.299,4.515,normal
8310,1.07,5.368,normal
8311,0.903,5.118,normal
8312,0.58,5.774,normal
8313,0.793,4.488,normal
8314,0.772,5.464,normal
8315,0.353,5.004,normal
8316,1.55,5.34,normal
8317,0.868,5.095,normal
8318,0.785,4.841,normal
8319,0.804,4.577,normal
8320,1.249,4.801,normal
8321,0.456,5.129,normal
8322,0.396,4.983,normal
8323,0.927,5.103,normal
8324,1.077,4.961,normal
8325,0.756,4.899,normal
8326,1.048,4.864,normal
8327,0.618,4.675,normal
8328,0.606,5.135,normal
8329,0.858,4.508,normal
8330,1.029,4.989,normal
8331,0.965,5.417,normal
8332,1.023,5.499,normal
8333,1.044,4.823,normal
8334,1.047,5.434,normal
8335,0.925,4.857,normal
8336,1.397,5.868,normal
8337,1.158,4.892,normal
8338,1.17,5.189,normal
8339,0.707,4.75,normal
8340,1.43,4.711,normal
8341,1.098,5.004,normal
8342,1.344,5.284,normal
8343,0.805,5.252,normal
8344,1.356,4.838,normal
8345,0.874,4.972,normal
8346,1.517,5.457,normal
8347,0.498,5.159,normal
8348,0.899,5.222,normal
8349,1.125,5.24,normal
8350,1.342,4.976,normal
8351,0.852,5.114,normal
8352,1.164,5.184,normal
8353,0.816,4.843,normal
8354,1.067,5.079,normal
8355,1.125,5.212,normal
8356,0.614,4.962,normal
8357,1.222,5.321,normal
8358,1.449,5.007,normal
8359,0.279,4.824,normal
8360,0.527,4.953,normal
8361,0.882,4.857,normal
8362,1.37,5.236,normal
8363,1.466,5.051,normal
8364,1.021,5.43,normal
8365,0.844,5.436,normal
8366,0.873,4.949,normal
8367,1.254,4.65,normal
8368,1.127,4.934,normal
8369,1.23,5.079,normal
8370,2.148,4.946,normal
8371,0.939,5.026,normal
8372,0.637,4.913,normal
8373,0.944,5.29,normal
8374,1.193,5.059,normal
8375,1.27,5.092,normal
8376,0.516,5.106,normal
8377,0.997,4.729,normal
8378,0.582,5.392,normal
8379,1.126,5.254,normal
8380,1.476,5.441,normal
8381,1.126,4.667,normal
8382,0.944,4.883,normal
8383,1.189,5.462,normal
8384,0.634,5.497,normal
8385,1.209,5.274,normal
8386,0.423,4.372,normal
8387,0.687,5.371,normal
8388,0.901,4.828,normal
8389,0.826,5.013,normal
8390,1.389,5.034,normal
8391,0.462,4.317,normal
8392,0.769,4.649,normal
8393,0.528,5.197,normal
8394,1.184,4.99,normal
8395,0.42,5.053,normal
8396,0.826,5.377,normal
8397,0.911,5.0,normal
8398,1.022,5.283,normal
8399,1.147,4.974,normal
8400,0.865,4.694,normal
8401,0.538,5.673,normal
8402,0.833,5.23,normal
8403,1.077,5.167,normal
8404,1.349,5.107,normal
8405,1.121,4.913,normal
8406,1.414,5.226,normal
8407,1.184,5.062,normal
8408,1.091,5.168,normal
8409,0.697,5.212,normal
8410,1.125,5.068,normal
8411,1.597,5.676,normal
8412,1.667,5.301,normal
8413,1.072,4.674,normal
8414,0.845,5.036,normal
8415,1.128,4.919,normal
8416,0.81,4.983,normal
8417,1.454,4.885,normal
8418,0.677,4.281,normal
8419,1.083,4.9,normal
8420,1.246,4.705,normal
8421,0.845,5.417,normal
8422,1.828,5.764,normal
8423,0.92,4.876,normal
8424,0.921,5.251,normal
8425,1.439,5.229,normal
8426,0.96,5.366,normal
8427,1.366,4.627,normal
8428,1.641,5.203,normal
8429,1.274,4.997,normal
8430,0.816,5.465,normal
8431,1.021,5.186,normal
8432,0.731,5.223,normal
8433,1.685,4.96,normal
8434,0.95,4.952,normal
8435,0.631,5.205,normal
8436,0.398,4.827,normal
8437,1.008,4.917,normal
8438,0.947,4.531,normal
8439,0.685,5.066,normal
8440,1.354,4.867,normal
8441,0.855,5.318,normal
8442,0.668,5.002,normal
8443,0.773,5.418,normal
8444,1.067,5.169,normal
8445,1.091,4.491,normal
8446,1.326,4.311,normal
8447,1.394,5.028,normal
8448,1.212,4.705,normal
8449,1.18,5.553,normal
8450,0.947,4.983,normal
8451,0.965,5.273,normal
8452,0.822,4.873,normal
8453,0.837,5.268,normal
8454,0.771,4.874,normal
8455,0.814,4.736,normal
8456,0.611,5.204,normal
8457,1.119,4.807,normal
8458,1.142,5.411,normal
8459,1.042,5.037,normal
8460,0.578,4.332,normal
8461,1.529,4.652,normal
8462,0.941,5.148,normal
8463,1.077,4.743,normal
8464,0.853,5.228,normal
8465,1.353,5.131,normal
8466,0.848,5.351,normal
8467,0.885,5.017,normal
8468,0.798,5.045,normal
8469,1.305,5.263,normal
8470,0.438,5.389,normal
8471,1.138,4.561,normal
8472,1.527,4.968,normal
8473,0.629,4.906,normal
8474,1.401,5.262,normal
8475,1.0,4.775,normal
8476,0.972,4.751,normal
8477,1.621,4.749,normal
8478,0.685,4.46,normal
8479,1.042,5.291,normal
8480,0.868,4.967,normal
8481,0.783,5.31,normal
8482,0.897,4.597,normal
8483,1.36,5.227,normal
8484,0.923,5.002,normal
8485,1.105,5.575,normal
8486,1.069,5.085,normal
8487,0.958,4.706,normal
8488,0.714,5.376,normal
8489,0.651,5.109,normal
8490,1.121,5.451,normal
8491,0.704,4.926,normal
8492,1.075,5.103,normal
8493,0.808,5.117,normal
8494,0.843,4.71,normal
8495,0.565,4.931,normal
8496,0.985,4.755,normal
8497,1.133,4.93,normal
8498,0.756,4.95,normal
8499,0.953,5.116,normal
8500,0.797,4.738,normal
8501,0.743,5.364,normal
8502,1.115,5.002,normal
8503,1.616,5.449,normal
8504,0.705,5.51,normal
8505,0.925,5.164,normal
8506,0.788,4.977,normal
8507,0.408,4.855,normal
8508,0.872,4.781,normal
8509,1.106,5.394,normal
8510,0.439,5.161,normal
8511,1.336,4.862,normal
8512,1.312,5.214,normal
8513,1.386,5.064,normal
8514,0.663,4.814,normal
8515,0.399,4.927,normal
8516,0.704,5.062,normal
8517,0.937,4.816,normal
8518,1.206,5.132,normal
8519,1.305,5.457,normal
8520,1.145,4.864,normal
8521,1.368,4.921,normal
8522,1.125,5.065,normal
8523,0.737,5.068,normal
8524,0.842,5.347,normal
8525,1.118,5.25,normal
8526,0.905,5.176,normal
8527,0.622,4.882,normal
8528,1.269,4.937,normal
8529,1.095,5.05,normal
8530,1.464,5.114,normal
8531,0.634,4.75,normal
8532,0.15,4.549,normal
8533,0.958,4.233,normal
8534,0.333,5.286,normal
8535,1.153,4.886,normal
8536,0.53,4.776,normal
8537,1.261,4.853,normal
8538,0.937,5.072,normal
8539,0.692,5.403,normal
8540,0.827,5.056,normal
8541,0.88,5.519,normal
8542,1.094,5.454,normal
8543,0.688,5.604,normal
8544,1.479,5.006,normal
8545,0.956,4.982,normal
8546,0.801,5.028,normal
8547,1.481,4.782,normal
8548,0.782,4.604,normal
8549,1.023,5.067,normal
8550,0.97,4.813,normal
8551,0.822,4.504,normal
8552,1.316,5.097,normal
8553,1.078,4.891,normal
8554,1.498,4.286,normal
8555,1.408,4.714,normal
8556,0.508,4.855,normal
8557,1.471,4.813,normal
8558,1.107,4.349,normal
8559,0.887,4.986,normal
8560,0.928,5.053,normal
8561,0.597,4.685,normal
8562,0.954,4.964,normal
8563,1.412,5.251,normal
8564,1.098,4.922,normal
8565,1.082,5.176,normal
8566,1.128,4.756,normal
8567,0.605,4.806,normal
8568,0.894,4.957,normal
8569,0.967,4.508,normal
8570,0.423,5.258,normal
8571,0.994,5.097,normal
8572,0.914,5.023,normal
8573,0.741,5.001,normal
8574,1.274,5.221,normal
8575,0.955,5.217,normal
8576,1.007,4.472,normal
8577,0.734,4.742,normal
8578,1.015,4.884,normal
8579,1.123,4.964,normal
8580,0.875,5.317,normal
8581,0.681,5.469,normal
8582,0.8,5.118,normal
8583,0.813,4.717,normal
8584,0.678,5.198,normal
